tweet_id,username,number_of_followers,created_at,tweet_text,source,likes,retweets,user_location
931883471034880001,BremainInSpain,3717,2017-11-18 13:55:07,RT @thatginamiller: There have been far too many Breaches of the Ministerial Code over #Brexit.  People deserve truth from the #MPs they el…,Twitter Lite,0,119,Spain
931883460100280321,ucf_seber,94,2017-11-18 13:55:05,"For those that say they didn't know #Brexit- You knew the peace, security &amp; economic progress we had in #EU. Now unknown.",Twitter for Android,0,0,London
931883441167257601,WalesForEurope,3977,2017-11-18 13:55:00,"Lead #Brexit negotiator wants to quit because people aren’t being nice to him ☹️☹️☹️🤡

https://t.co/e3I6Oz1UkS",TweetDeck,1,0,Cymru | Wales
931883422213079040,joelcacooney,793,2017-11-18 13:54:56,RT @PeterKGeoghegan: Just as well Irish politicians can’t read the UK press.... #brexit https://t.co/ek4tDBf4TA,Twitter for Android,0,214,"Glasgow, Scotland"
931883411790319616,FeargalDalton,4913,2017-11-18 13:54:53,This is an excellent article which explains the complexity and simplicity of the Irish (or Britain in Ireland) situ… https://t.co/HxLVB2yuf9,Twitter for Android,3,6,"Whiteinch, Glasgow, Scotland"
931883399425425409,CRAnspach,1125,2017-11-18 13:54:50,"RT @smartnotstupid: If @Nigel_Farage doesn’t get a Knighthood for #brexit he should get it for this!

The jar of worms are now open, so mak…",Twitter for iPhone,0,221,"Maryland, USA"
931883396858511361,navi226,458,2017-11-18 13:54:50,RT @PeterKGeoghegan: Just as well Irish politicians can’t read the UK press.... #brexit https://t.co/ek4tDBf4TA,Twitter for Android,0,214,kitchen at parties. Castlerea
931883369633329152,MikedotRog,288,2017-11-18 13:54:43,"RT @WhyToVoteGreen: Please retweet if you are angry that our country is pursuing a disastrous   #Brexit, sold on lies &amp; promoted by people…",Twitter for Android,0,283,"Essex, UK, Europe  "
931883342651412480,sarahjaynets,368,2017-11-18 13:54:37,"RT @Trump_ton: Dear MPs.

I am just about sick and tired of this.

If you oppose the idea of #Brexit, regardless of what your leadership th…",Twitter for Android,0,153,"England, United Kingdom"
931883334363500544,ucf_seber,94,2017-11-18 13:54:35,"It is a shame the dispirited #Brexit voters, Leave #EU out, won #UK #referendum, simply because the 'remain, in' failed to go out and vote.",Twitter for Android,0,0,London
931883326184611843,barlow_robert,47,2017-11-18 13:54:33,RT @Doozy_45: BREXIT ROUND-UP: Pharmaceutical firms trigger contingency plans for a no-deal Brexit / #Brexit #Science #NHS https://t.co/sME…,Twitter Web Client,0,21,"Pierowall, Scotland"
931883323156254721,RobinPaulInman,127,2017-11-18 13:54:32,RT @Doozy_45: BREXIT ROUND-UP: Pharmaceutical firms trigger contingency plans for a no-deal Brexit / #Brexit #Science #NHS https://t.co/sME…,Twitter for iPad,0,21,"Adisham, England"
